names,date,score,genre,country
Goodbye World,6/15/2013,54,"Drama, Comedy",US
Don't Knock Twice,2/3/2017,55,Horror,US
"God, Sex and Truth",1/27/2018,66,Romance,US
Come True,9/24/2020,61,"Science Fiction, Horror",CA
Office Christmas Party,11/25/2016,57,Comedy,AU
True Grit,1/26/2011,73,"Drama, Adventure, Western",AU
Arthur & Merlin: Knights of Camelot,9/25/2020,53,"Adventure, History, Action",US
Thirst,4/30/2009,71,"Drama, Horror, Thriller",KR
The Wages of Fear,11/1/1977,80,"Drama, Thriller, Adventure",AU
The Dressmaker,10/29/2015,70,"Drama, Comedy",AU
Lamp Life,1/31/2020,73,"Animation, Comedy, Family",US
Never Been Kissed,7/1/1999,62,"Romance, Comedy, Drama",AU
Mickey's Once Upon a Christmas,12/7/1999,71,"Animation, Family, Comedy",US
Rebound,4/5/2023,98,Drama,KR
The Anthrax Attacks: In the Shadow of 9/11,9/8/2022,69,Documentary,US
Deseo,9/13/2013,67,Drama,MX
A Gruta,10/29/2020,63,Horror,BR
Pizza Dare 1,4/10/2020,68,Romance,KR
Brooklyn,10/20/2015,73,"Romance, Drama",AU
The Secret Life of Bees,3/5/2009,75,"Family, Adventure, Drama",AU
What's Your Number?,9/30/2011,65,"Comedy, Romance",AU
Last Film Show,11/5/2021,73,Drama,AU
Dream Horse,6/10/2021,71,"Comedy, Drama",AU
The Man Who Shot Liberty Valance,4/22/1962,78,Western,US
Vicky Cristina Barcelona,8/15/2008,68,"Drama, Romance",US
Operation Overlord,11/30/2021,62,War,US
Doraemon: Nobita and the Spiral City,3/8/1997,73,"Animation, Science Fiction, Family",JP
"I Love You, Man",6/4/2009,65,"Comedy, Romance",AU
Zombie Shark,7/20/2015,41,"Horror, Science Fiction, TV Movie, Action",US
Monstrum,9/12/2018,67,"Action, Horror, Drama, Fantasy",KR
St. Agatha,4/20/2018,56,"Horror, Thriller",US
Sharknado,9/9/2013,39,"Horror, Action, Comedy, TV Movie, Science Fiction, Adventure",AU
Fantomas vs. Scotland Yard,3/16/1967,67,"Comedy, Crime, Adventure, Fantasy",FR
The Vanished,8/21/2020,60,"Thriller, Horror, Crime, Action",US
Starship Troopers: Traitor of Mars,9/1/2017,60,"Action, Animation, Science Fiction",AU
The Flintstones in Viva Rock Vegas,4/28/2000,48,"Comedy, Family, Romance",US
A Perfect Getaway,6/8/2009,63,"Thriller, Mystery, Adventure",US
The Powerpuff Girls Movie,9/30/2002,66,"Animation, Action, Family",AU
Camp Cool Kids,7/11/2017,56,Family,US
A Very Harold & Kumar Christmas,10/19/2012,60,Comedy,AU
1987: When the Day Comes,12/27/2017,81,"Drama, History, Thriller",KR
Tequila Sunrise,2/2/1989,61,"Crime, Romance, Thriller",AU
Heartbreakers,7/5/2001,61,"Comedy, Romance, Crime",AU
Halloweentown High,10/8/2004,65,"Adventure, Comedy, Family, Fantasy, TV Movie",US
Mississippi Burning,12/8/1988,77,"Drama, Thriller, Crime, History, Mystery",US
Apostle,10/12/2018,61,"Horror, Mystery, Thriller, Drama",AU
Elizabeth: The Golden Age,10/23/2007,67,"Drama, History, Romance",AU
Sorry to Bother You,10/29/2018,68,"Fantasy, Science Fiction, Comedy",AU
Young Guns II,11/19/1990,65,"Western, Adventure",AU
The Enforcer,1/20/1977,68,"Action, Crime, Thriller",AU
Killers of the Flower Moon,10/6/2023,0,"Crime, Drama, Thriller",US
24 Hours to Live,12/1/2017,59,"Action, Science Fiction, Thriller, Mystery",US
Raging Fire,8/19/2021,69,"Action, Crime, Thriller",AU
Bizarre,1/16/1987,46,"Drama, Thriller",IT
Street Fighter: The Legend of Chun-Li,2/27/2009,44,"Action, Adventure, Science Fiction, Thriller",US
The Deep End of the Ocean,3/12/1999,64,"Drama, Mystery",US
Piper,6/16/2016,82,"Family, Animation",AU
Take Me Home Tonight,3/4/2011,60,"Comedy, Drama, Romance",US
Backdraft,8/15/1991,66,"Crime, Drama, Thriller, Action",AU
Rust Creek,1/4/2019,64,"Thriller, Drama, Action, Crime",US
The Prey,4/12/2011,63,"Action, Crime, Thriller",FR
Emmanuelle in Space 4: Concealed Fantasy,9/27/1994,54,"Science Fiction, Romance",ES
Batman Unmasked: The Psychology of 'The Dark Knight',7/15/2008,75,Documentary,US
Jesus Christ Superstar,10/16/2000,71,"Drama, Music",GB
Chocolat,2/14/2001,70,"Comedy, Drama, Romance",AU
App,4/3/2013,51,Thriller,NL
Fire with Fire,8/31/2012,57,"Action, Crime, Drama, Thriller",US
Wet Dream: Prostitute Woman,4/9/2020,70,Romance,KR
Lawa,3/3/2023,20,Thriller,PH
My Friend Dahmer,10/3/2018,66,"Drama, Crime",AU
The 7th Voyage of Sinbad,12/23/1958,69,"Action, Adventure, Family, Fantasy",US
The Promise,4/21/2017,69,"History, Romance, Drama",US
Crocodile Dundee II,2/23/1989,58,"Adventure, Comedy",AU
Detective Conan: The Last Wizard of the Century,4/17/1999,72,"Animation, Thriller, Mystery",JP
Satan's Slaves,9/28/2017,68,"Horror, Mystery",ID
Fragile,10/14/2005,65,"Horror, Thriller, Mystery",US
Personal Shopper,6/15/2016,59,"Drama, Mystery, Thriller",AU
Vengeance,7/29/2022,67,"Thriller, Mystery, Comedy",US
Young and Wild,3/29/2012,64,"Comedy, Drama",CL
Witness for the Prosecution,12/17/1957,82,"Drama, Mystery, Crime",US
Just My Luck,5/12/2006,61,"Comedy, Drama, Family, Fantasy, Romance",US
"Promiscuity, the Street Kids of Katia",4/30/1984,56,Drama,BR
What Lies Beneath,11/2/2000,64,"Drama, Horror, Mystery, Thriller",AU
Dazed and Confused,5/27/1994,73,Comedy,AU
Life After Beth,8/15/2014,55,"Romance, Comedy, Horror",US
Ransom,11/14/1996,67,"Action, Thriller",AU
The Operative,4/1/2020,58,"Drama, Thriller",AU
Judgment at Nuremberg,2/15/1985,80,"Drama, History, War",AU
Chitty Chitty Bang Bang,12/19/1968,68,"Family, Music, Adventure, Fantasy, Comedy",AU
Bingo Hell,10/1/2021,49,"Thriller, Horror",US
Lone Wolf McQuade,4/15/1983,65,"Action, Crime",US
Scooby-Doo! and the Legend of the Vampire,5/23/2003,72,"Family, Animation, Comedy, Fantasy, Music, Mystery",AU
The Invisible Boy,12/18/2014,63,"Comedy, Adventure, Science Fiction, Fantasy",IT
Afterlife of the Party,9/2/2021,68,"Fantasy, Comedy, Drama",AU
Catch.44,12/8/2011,51,"Drama, Action, Thriller",AU
"No Retreat, No Surrender 2: Raging Thunder",1/27/1989,53,Action,US
A Good Year,1/15/2007,67,"Comedy, Drama, Romance",AU
Beavis and Butt-Head Do America,12/15/1996,66,"Animation, Comedy",US
Frailty,1/30/2003,70,"Drama, Thriller, Crime",AU
Zola,11/18/2021,62,"Comedy, Crime",AU
Where the Heart Is,4/27/2000,71,"Comedy, Drama, Romance",US
The Firm,7/8/1993,67,"Drama, Mystery, Thriller",AU
Dead Sexy,1/7/2018,52,Comedy,US
Honey: Rise Up and Dance,4/3/2018,71,"Music, Drama",US
25th Hour,6/5/2003,73,"Crime, Drama",AU
The Kid,7/14/2021,82,"Comedy, Drama",AU
The Kid,7/14/2021,82,"Comedy, Drama",AU
Settlers,12/1/2021,48,"Science Fiction, Thriller",AU
Get Shorty,1/26/1996,65,"Comedy, Thriller, Crime",AU
Cold Mountain,1/1/2004,69,"Drama, War, History, Adventure, Romance",AU
Scooby-Doo! and the Witch's Ghost,11/5/1999,74,"Animation, Comedy, Mystery, Family, Fantasy",US
Cucuy: The Boogeyman,10/13/2018,70,"Thriller, Horror",US
Cannonball Run II,7/12/1984,55,"Action, Comedy",AU
The Spanish Apartment,6/19/2002,71,"Drama, Comedy, Romance",FR
2:22,6/30/2017,60,"Science Fiction, Mystery, Thriller, Romance",AU
Girl vs. Monster,10/12/2012,63,"Family, Comedy, Science Fiction, TV Movie",US
Thunder Monk,4/6/2023,40,"Action, Comedy",TH
Star Trek VI: The Undiscovered Country,2/13/1992,70,"Science Fiction, Action, Adventure, Thriller",AU
Exam,6/19/2009,67,"Thriller, Mystery",GB
"Elvira, Mistress of the Dark",9/30/1988,65,"Horror, Comedy",US
Toc Toc,9/1/2017,71,Comedy,ES
The True Story of Puss 'n Boots,4/1/2009,46,"Family, Adventure, Animation",FR
The 9th Precinct,8/29/2019,60,"Fantasy, Thriller, Crime",TW
Crows Zero II,4/11/2009,73,"Action, Thriller",JP
Black Mirror: Bandersnatch,12/28/2018,68,"Science Fiction, Mystery, Drama, Thriller, TV Movie",GB
I'll Take Your Dead,9/27/2018,63,"Horror, Crime, Drama",CA
Violet Perfume,3/11/2001,78,Drama,MX
Darker Shades of Summer,6/5/2023,0,"Thriller, Romance",GB
The Quest,4/26/1996,61,"Action, Adventure",US
The Visitors II: The Corridors of Time,2/11/1998,60,"Comedy, Fantasy",FR
Wicker Park,12/9/2004,69,"Drama, Mystery, Romance, Thriller",AU
Flux Gourmet,9/8/2022,57,"Drama, Comedy, Horror",AU
Support Your Local Sheriff!,3/26/1969,70,"Comedy, Western",US
Los verduleros 2,7/2/1987,65,Comedy,MX
My Student's Mom,8/11/2016,36,Romance,KR
Big Mäck: Gangsters and Gold,1/20/2023,69,Documentary,DE
Ace Ventura Jr: Pet Detective,6/1/2009,34,"Comedy, Family, Adventure, Crime",AU
Let Me Eat Your Pancreas,7/28/2017,69,"Drama, Romance",JP
Frontera,9/5/2014,66,"Western, Drama",US
The Girl Who Kicked the Hornet's Nest,12/23/2010,70,"Action, Thriller, Crime, Mystery",AU
The Magic of Ordinary Days,1/30/2005,70,"Drama, Romance, TV Movie",US
Leviathan,6/15/1989,59,"Adventure, Horror, Action, Thriller, Science Fiction",AU
If Beale Street Could Talk,2/5/2019,70,"Romance, Drama",AU
The Titan,3/30/2018,54,"Science Fiction, Thriller",US
Bad Samaritan,5/4/2018,68,"Thriller, Crime, Horror",US
Martyrs,1/22/2016,53,"Drama, Horror, Thriller, Mystery",US
Survivor,12/16/2015,57,"Crime, Action, Thriller",AU
Wotakoi: Love is Hard for Otaku,2/7/2020,68,"Comedy, Romance",JP
Centurion,7/29/2010,62,"Adventure, Action, Drama",AU
Bring Me Home,11/27/2019,68,"Drama, Thriller",KR
Doraemon: Nobita and the Robot Kingdom,3/9/2002,68,Animation,JP
Dino Time,7/25/2013,59,"Animation, Adventure, Comedy, Family",AU
Thinner,10/25/1996,59,"Horror, Thriller",US
If I Were a Rich Man,11/15/2019,60,Comedy,ES
Paperhouse,10/8/1988,67,"Drama, Fantasy, Horror",US
Sexmission,5/14/1984,73,"Science Fiction, Adventure, Comedy",PL
Letters from Iwo Jima,2/22/2007,75,"Action, Drama, War",AU
Volver,3/17/2006,75,"Comedy, Drama, Romance",ES
Shark Bait,4/9/2008,51,"Animation, Family",AU
Pink Floyd: The Wall,7/14/1982,80,"Music, Drama",GB
Ruby & Quentin,4/8/2004,67,"Comedy, Crime",AU
Cats,12/26/2019,42,"Fantasy, Comedy, Drama",AU
Warlock,6/1/1989,63,"Horror, Fantasy, Action",AU
Futurama: Bender's Big Score,3/5/2008,74,"Animation, Comedy, Science Fiction, TV Movie",AU
Maria Full of Grace,4/1/2004,72,"Drama, Thriller, Crime",CO
Heaven's Lost Property Final – The Movie: Eternally My Master,4/27/2014,79,"Animation, Romance, Science Fiction, Comedy",JP
Dogtooth,10/22/2009,71,Drama,GR
Hair,3/14/1979,73,"Comedy, Drama, Music, Romance, War",US
American Graffiti,4/25/1974,70,"Comedy, Drama",AU
A Shot in the Dark,6/23/1964,73,"Comedy, Crime, Mystery",US
?? ???,4/6/2023,0,Romance,KR
Supercool,2/23/2022,58,"Comedy, Action",FI
FernGully: The Last Rainforest,8/27/1992,63,"Family, Fantasy, Animation, Adventure",AU
Play Dead,1/5/2023,62,"Horror, Thriller",US
Date A Live: Mayuri Judgment,8/22/2015,79,"Animation, Romance, Science Fiction",JP
Mongol: The Rise of Genghis Khan,6/19/2008,67,"History, Adventure, War, Action",AU
Midnight Cowboy,7/30/1969,75,Drama,US
Two Weeks Notice,1/1/2003,64,"Comedy, Romance",AU
The Recruit,2/27/2003,63,"Action, Thriller",AU
Billionaire Boys Club,8/3/2018,57,"Drama, Thriller",US
The Rose Seller,8/28/1998,77,"Drama, Crime",CO
Elizabeth,10/13/1998,72,"Drama, History",AU
1918: The Spanish Flu,3/3/2022,40,Documentary,ES
Moby Dick,6/27/1956,70,"Adventure, Drama",US
Commando 2 -  The Black Money Trail,3/2/2017,60,"Action, Thriller",IN
Creep,6/23/2014,64,Horror,US
The Ides of March,11/18/2011,67,Drama,AU
Sugar & Spice,1/24/2001,64,"Crime, Comedy, Drama",US
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2/10/2015,67,"Action, Adventure, Animation, Family, Comedy",US
LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,8/18/2015,70,"Animation, Action, Adventure, Family, Comedy",US
The Master,11/8/2012,72,Drama,AU
Cheese in the Trap,3/14/2018,68,"Romance, Drama, Thriller",KR
Cro Minion,12/8/2015,71,"Animation, Family",US
The Black Stallion,10/13/1979,71,"Family, Adventure",US
An Education,10/29/2009,69,"Drama, Romance",AU
Adventures in Babysitting,7/1/1987,69,Comedy,US
The Unforgiven,4/6/1960,63,"Romance, Western",US
Lying and Stealing,7/12/2019,59,"Crime, Comedy, Drama",US
Black Snake Moan,3/2/2007,69,Drama,US
Evangelion: Death (True)²,3/7/1998,69,"Animation, Science Fiction, Action, Drama",JP
21 Grams,1/22/2004,73,"Drama, Crime, Thriller",AU
The Silencing,8/14/2020,65,"Action, Thriller",CA
Dragon Rider,1/1/2021,73,"Animation, Family, Adventure, Fantasy",AU
The Midnight Man,9/30/2016,58,Horror,CA
Half Brothers,12/4/2020,76,"Comedy, Drama",US
Hunt,9/22/2022,69,"Thriller, Action",AU
Call Boy,4/6/2018,65,Drama,JP
In the Heights,6/11/2021,73,"Drama, Music, Romance",AU
Gone Baby Gone,9/18/2007,73,"Crime, Drama, Mystery",AU
Force of Execution,12/31/2013,48,"Action, Crime",US
White Fang,3/28/2018,73,"Animation, Family",FR
Wanderlust,2/24/2012,55,"Comedy, Romance",AU
The Life of Jesus,6/4/1997,67,Drama,FR
Quigley Down Under,6/13/1991,67,Western,AU
I Still See You,4/24/2019,66,"Thriller, Fantasy",AU
An Affair: My Wife's Friend,5/17/2018,45,Romance,KR
Idol Seungha's R-Rated Film Shooting,6/24/2021,75,Drama,KR
Encino Man,8/27/1992,58,Comedy,AU
The Life of David Gale,2/21/2003,74,"Drama, Thriller, Crime",US
Great Expectations,1/30/1998,67,"Comedy, Drama, Romance",US
Big Top Scooby-Doo!,10/22/2012,79,"Family, Animation, Comedy, Mystery",US
6-Headed Shark Attack,8/18/2018,50,"Horror, Action, Science Fiction, TV Movie",US
The Dead Pool,7/12/1988,63,"Action, Crime, Thriller",US
Game of Love,10/27/2022,50,"Romance, Drama",IT
The Five-Year Engagement,5/3/2012,58,"Comedy, Romance",AU
A Princess for Christmas,12/3/2011,71,"Comedy, Family, TV Movie, Romance",US
The Sin,6/10/2004,60,"Action, Drama, Romance, Thriller",TH
The Great Hack,1/26/2019,69,Documentary,US
The Echo,5/25/2008,61,"Horror, Thriller, Drama, Mystery",US
Romance of the West Chamber,10/9/1997,40,"History, Romance",HK
Fullmetal Alchemist the Movie: The Sacred Star of Milos,3/23/2012,69,"Adventure, Fantasy, Animation, Action, Science Fiction",AU
Funny Face,2/13/1957,70,"Comedy, Romance",US
Jack Frost,12/10/1998,59,"Comedy, Family, Drama, Fantasy",AU
The Thing from Another World,4/5/1951,68,"Drama, Horror, Science Fiction",US
Hamlet: Bristol Old Vic Live,4/6/2023,0,,GB
"It's a Mad, Mad, Mad, Mad World",12/3/1964,70,"Action, Adventure, Comedy",AU
Grandma's Boy,1/6/2006,66,Comedy,US
Jay and Silent Bob Strike Back,1/31/2002,64,Comedy,AU
Magnolia,12/17/1999,77,Drama,US
Cellular,2/10/2005,64,"Action, Thriller",AU
Bruce Lee: A Warrior's Journey,10/8/2001,75,"Documentary, Action",GB
Vital Sign,4/9/2023,0,Drama,HK
Glengarry Glen Ross,2/11/1993,74,"Crime, Drama, Mystery",AU
Pet,12/2/2016,58,"Horror, Thriller",US
Fruits of Passion,6/3/1981,54,Drama,FR
The Last Letter from Your Lover,8/6/2021,75,"Drama, Romance",GB
Jackass 2.5,12/18/2007,61,"Comedy, Documentary",US
Fidelity,10/31/2019,69,Drama,RU
Day of the Dead,4/8/2008,52,"Horror, Thriller, Action",US
Day of the Dead,4/8/2008,52,"Horror, Thriller, Action",US
Arthur,7/17/1981,65,"Comedy, Drama, Romance",US
The Land Before Time XII: The Great Day of the Flyers,2/27/2006,63,"Animation, Family, Adventure",US
Beverly Hills Ninja,4/10/1997,57,"Comedy, Action",AU
Joe Kidd,7/19/1972,65,Western,US
Crimes of Passion,2/14/1985,65,"Crime, Drama, Thriller",AU
My Own Private Idaho,3/26/1992,71,Drama,AU
Barb Wire,5/3/1996,40,"Science Fiction, Action",US
Fluke,6/2/1995,72,"Drama, Adventure, Family",US
Batman Unlimited: Monster Mayhem,8/4/2015,64,"Action, Animation, Family",US
Gold,2/2/2017,66,"Adventure, Drama, Thriller",AU
Bleed for This,11/4/2016,68,Drama,US
Love Hard,11/5/2021,70,"Comedy, Romance",AU
A Little Princess,5/10/1995,76,"Drama, Family, Fantasy",US
The Anomaly,7/4/2014,49,"Thriller, Action, Science Fiction",US
Scooby-Doo! and the Samurai Sword,4/7/2009,79,"Family, Mystery, Animation, Comedy, Action, Fantasy",AU
The Monkey King: Reborn,4/15/2021,71,"Animation, Action, Fantasy",AU
An Ordinary Man,10/28/2017,64,"Action, Drama, War",US
The River Wild,9/30/1994,64,"Adventure, Action, Crime, Thriller",US
Vortex,10/23/2021,72,Drama,AU
Wild Target,11/10/2010,64,"Action, Comedy",AU
After the Sunset,1/23/2005,61,"Action, Comedy, Crime, Drama",AU
Life Itself,9/21/2018,73,"Drama, Romance",US
El Cid,3/30/1962,68,"Action, Drama, History, Romance, War",AU
Dracula 3D,1/29/2013,33,"Horror, Romance, Thriller",AU
Like Mike,1/16/2003,61,"Family, Comedy, Fantasy",AU
Critters Attack!,4/25/2019,58,"Horror, Science Fiction, Comedy, TV Movie",US
Young Mother: What's Wrong With My Age?,4/30/2015,40,"Comedy, Romance",KR
With Every Heartbeat,7/29/2011,71,"Romance, Drama",SE
Summer of 84,10/24/2018,69,"Thriller, Mystery, Drama, Horror",AU
One Piece: Strong World Episode 0,4/24/2010,73,"Action, Animation, Comedy",JP
The Rum Diary,10/27/2011,59,"Comedy, Drama",US
The Piano,6/15/1993,74,"Drama, Romance",AU
C.I.Ape,9/28/2021,56,"Comedy, Family, Action, Science Fiction",US
Scooby-Doo! and the Curse of the 13th Ghost,3/25/2019,80,"Comedy, Family, Animation, Adventure, Mystery",AU
"BARDO, False Chronicle of a Handful of Truths",11/17/2022,71,"Comedy, Drama",AU
Blood: The Last Vampire,5/29/2009,57,"Action, Adventure, Horror, Science Fiction, Thriller",AU
All Dogs Go to Heaven 2,3/29/1996,59,"Romance, Animation, Family, Adventure, Fantasy",US
The Fist of the Condor,4/4/2023,0,"Action, Drama",US
Final Analysis,2/7/1992,57,"Drama, Thriller, Romance",US
21 & Over,3/7/2013,58,Comedy,AU
Valentine,2/2/2001,55,"Horror, Thriller",US
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,6/4/2018,63,"Animation, Fantasy, Family",US
Hairspray,2/26/1988,69,"Comedy, Drama, Romance",US
The Doors,5/30/1991,71,"Music, Drama, History",AU
K.G.F: Chapter 1,12/21/2018,75,"Action, Crime, Drama",IN
Saints and Soldiers: Airborne Creed,8/17/2012,56,"War, Drama, Action",US
HK: Forbidden Super Hero,4/13/2013,63,"Action, Comedy",JP
Hell Fest,2/1/2019,56,Horror,AU
The Lincoln Lawyer,3/31/2011,72,"Crime, Drama, Thriller",AU
Erotic Ghost Story III,1/1/1992,54,"Horror, Drama, Fantasy",HK
Lost Boys: The Tribe,11/20/2008,47,"Horror, Thriller, Comedy",AU
Love & Gelato,6/22/2022,54,"Romance, Comedy, Drama",US
Weaponized,3/1/2016,39,"Thriller, Action, Science Fiction",US
The Little Rascals Save the Day,4/1/2014,61,Comedy,US
My Name Is Nobody,12/19/1973,73,"Comedy, Western",IT
Return to House on Haunted Hill,10/3/2007,56,"Horror, Thriller",AU
The Agony and the Ecstasy,11/17/1966,71,"Drama, History",AU
Uncle Buck,12/21/1989,68,"Comedy, Drama, Family",AU
Ghost Shark,8/22/2013,52,"Horror, Science Fiction",US
Eurovision Song Contest: The Story of Fire Saga,6/26/2020,64,"Comedy, Music",AU
Children of the Corn II: The Final Sacrifice,1/29/1992,48,Horror,US
Kate & Leopold,12/25/2001,63,"Romance, Fantasy, Comedy",US
Little Women,12/21/1994,73,"Drama, Romance",US
Little Women,12/21/1994,73,"Drama, Romance",US
Under the Tuscan Sun,11/20/2003,68,"Romance, Comedy",AU
The Young and Prodigious T.S. Spivet,10/26/2014,68,"Adventure, Drama, Family",US
Death Wish 4: The Crackdown,11/6/1987,57,"Action, Crime, Drama",US
This Is 40,1/17/2013,58,Comedy,AU
Dennis the Menace Strikes Again!,7/14/1998,54,"Family, Comedy",US
Insomnia,9/5/2002,69,"Crime, Mystery, Thriller",AU
The Sex Of The Angels,5/4/2012,66,"Romance, Drama",ES
London Fields,10/26/2018,51,"Crime, Thriller",US
La Belle Noiseuse,9/4/1991,73,Drama,FR
Critters 3,12/11/1991,51,"Comedy, Horror, Science Fiction",AU
Navy Seals vs. Zombies,10/8/2015,49,"Horror, Action",US
All the Devil's Men,12/7/2018,59,Action,US
Planetarian: Hoshi no Hito,9/3/2016,67,"Animation, Drama",JP
Rurouni Kenshin: Requiem for the Ishin Patriots,12/20/1997,65,"Animation, Action, Fantasy",JP
Jane Eyre,9/9/2011,72,"Drama, Romance",GB
Royal Space Force - The Wings Of Honneamise,11/7/2007,69,"Animation, Science Fiction",AU
Thunder Monk,4/6/2023,0,"Action, Comedy",TH
'71,11/7/2014,68,"Thriller, Action, Drama, War",AU
I Am Mother,6/13/2019,67,"Science Fiction, Thriller",AU
Clownhouse,1/2/1989,62,Horror,US
Fatima,1/1/2021,74,Drama,AU
De man uit Rome,4/6/2023,0,,NL
Rock Star,9/7/2001,67,"Music, Drama, Comedy",US
The Quest for Tom Sawyer's Gold,3/28/2023,52,"Adventure, Family",US
The Main Event,4/10/2020,68,"Family, Comedy",US
No Mercy,1/1/2019,71,"Action, Adventure, Thriller",KR
Doraemon: Nobita's Great Battle of the Mermaid King,3/6/2010,71,"Adventure, Family, Animation",JP
Scooby-Doo! Moon Monster Madness,6/10/2015,78,"Adventure, Animation, Family, Comedy, Mystery, Science Fiction",AU
Missing in Action 2: The Beginning,3/6/1986,59,"Action, War",AU
Housesitter,7/30/1992,62,"Comedy, Romance",AU
Kartu Pos Wini,4/6/2023,0,"Drama, Romance",ID
Second Act,12/6/2018,64,"Romance, Comedy",AU
Young People Fucking,11/28/2008,57,"Comedy, Drama, Romance",AU
Benediction,12/23/2021,65,"Drama, History, War",AU
Killing Them Softly,7/30/2012,60,"Crime, Thriller",AU
Front of the Class,1/1/2008,78,"Drama, TV Movie",US
Asterix and Cleopatra,12/19/1968,70,"Family, Animation, Adventure, Comedy",FR
The Old Ways,8/25/2021,70,"Horror, Fantasy",AU
Endless Love,2/13/2014,69,"Drama, Romance",AU
Los perros,3/15/2018,56,Drama,CL
Deep,11/3/2017,60,"Animation, Family, Adventure",ES
Faster Than Light: the Dream of Interstellar Flight,6/7/2017,60,Documentary,US
Sergio,1/28/2020,67,Drama,US
Pawn,9/29/2020,84,"Comedy, Drama",KR
Dagon,10/12/2001,63,"Fantasy, Horror, Thriller",US
Pope Francis: A Man of His Word,5/18/2018,73,Documentary,US
Ghost in the Shell Arise - Border 2: Ghost Whispers,11/29/2013,72,"Action, Animation, Science Fiction, Thriller",JP
Anonymous,10/28/2011,64,"Drama, History, Thriller",US
Blood Simple,6/27/1985,73,"Crime, Drama, Thriller",AU
Miracle in Cell No. 7,1/23/2013,79,"Drama, Comedy",KR
Tootsie,12/17/1982,72,"Comedy, Romance",US
Return,2/10/2011,67,Drama,US
Ponniyin Selvan: Part I,9/30/2022,73,"Action, Adventure, Drama",AU
Long Shot,5/2/2019,67,"Comedy, Romance",AU
Arlo the Alligator Boy,4/16/2021,67,"Animation, Comedy, Family",US
Live by Night,1/26/2017,62,"Crime, Drama, Thriller",AU
Sheena,8/17/1984,57,"Action, Adventure, Comedy, Fantasy, Science Fiction",US
Body of Lies,11/1/2008,66,"Action, Drama, Thriller",AU
Carne,5/1/1991,68,"Drama, Thriller, Crime",US
Illang: The Wolf Brigade,7/25/2018,63,"Science Fiction, Action, Thriller, Drama",KR
Snatched,5/3/2017,54,"Action, Comedy",AU
12 Mighty Orphans,9/8/2021,74,"History, Drama, Action",AU
The Visitors,1/27/1993,71,"Fantasy, Comedy",FR
Virus,1/14/1999,54,"Horror, Action, Science Fiction",US
Hotel Artemis,11/7/2018,60,"Thriller, Science Fiction, Action",AU
Gotti,6/15/2018,53,"Crime, Drama, History, Thriller",US
The Stepfather,10/16/2009,58,"Horror, Thriller",US
Network,12/1/1976,79,Drama,AU
Old Henry,10/1/2021,73,"Action, Western, Thriller",US
Burlesque,1/13/2011,72,"Drama, Romance",AU
Paradox,8/25/2017,66,"Crime, Action, Drama",HK
Arpeggio of Blue Steel -Ars Nova Cadenza-,10/3/2015,77,"Action, Science Fiction, Animation",JP
Swept Away,5/23/2003,49,"Comedy, Romance",IT
Blind Fury,9/21/1989,66,"Action, Thriller",AU
Deadly Excursion,1/28/2019,61,"Thriller, TV Movie",US
Cabin Fever 2: Spring Fever,8/21/2009,45,Horror,US
Patient Zero,11/7/2018,53,"Horror, Thriller, Action, Drama",AU
The Place Promised in Our Early Days,11/20/2004,66,"Animation, Adventure, Drama, Romance, Science Fiction",JP
Solomon,12/15/1997,60,"History, Drama",US
Fail Safe,10/7/1964,78,"Drama, Thriller, War",US
The Diary of Anne Frank,3/18/1959,72,"Drama, History",US
The Ottoman Lieutenant,3/10/2017,62,"Romance, Drama, War",US
Kiss and Kill,8/8/2017,54,"Mystery, Thriller, Romance",US
Cube Zero,10/15/2004,57,"Mystery, Science Fiction, Thriller",US
He Got Game,5/1/1998,68,Drama,US
The Jungle Bunch,7/26/2017,64,"Adventure, Comedy, Family, Animation",FR
The Big Trip,4/27/2019,70,"Animation, Comedy, Adventure, Family",RU
The Prophecy II,1/20/1998,62,"Horror, Fantasy, Thriller",US
Hurray Mexico!,12/31/1932,58,Documentary,US
Persepolis,6/27/2007,79,"Animation, Drama",FR
ARQ,9/16/2016,61,"Science Fiction, Thriller",US
The To Do List,7/25/2013,57,"Comedy, Romance",AU
Shortbus,2/7/2007,64,"Romance, Drama, Comedy",AU
Cat on a Hot Tin Roof,8/29/1958,77,"Drama, Romance",US
The Guardian Brothers,9/1/2017,58,"Animation, Family, Fantasy",AU
Cats,10/24/2019,68,"Animation, Family",AU
Society,6/11/1992,66,"Comedy, Horror, Mystery",US
Knockin' on Heaven's Door,2/20/1997,76,"Comedy, Crime",DE
War of the Worlds 2: The Next Wave,3/18/2008,41,"Action, Science Fiction, Adventure",US
Black Mask,11/7/1996,62,Action,HK
Lady Bloodfight,11/11/2016,67,"Action, Thriller",HK
Bad Santa,3/17/2004,65,"Drama, Comedy, Crime",AU
Death at a Funeral,4/28/2010,58,Comedy,AU
Death at a Funeral,4/28/2010,58,Comedy,AU
Space Buddies,2/3/2009,58,"Comedy, Adventure, Drama, Family",US
The Producers,9/26/2018,71,Comedy,AU
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,12/1/2018,65,"Animation, Action, Fantasy",JP
